UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12
198464,79,77,80,29,32,27,28,31,27,0,0,0
198507,66,58,70,23,29,20,23,28,20,0,0,0
198516,78,80,78,20,21,20,20,21,20,0,0,0
198543,69,64,71,20,22,20,20,21,19,1,1,0
198561,67,68,66,12,14,11,12,14,11,0,0,0
198598,77,79,75,21,23,18,21,23,18,0,0,0
198613,75,74,76,15,17,14,15,17,14,0,0,0
198695,74,70,76,17,20,15,17,20,15,0,0,0
198756,47,47,47,11,16,9,11,15,9,0,0,0
198808,55,56,54,23,23,22,23,23,22,0,0,0
198835,78,77,78,13,16,11,12,16,10,1,0,1
198862,50,46,53,11,17,8,11,17,8,0,0,0
198871,60,59,61,39,43,31,39,43,31,0,0,0
198899,63,64,63,24,28,21,24,28,20,0,0,0
198950,65,,65,30,,30,30,,30,0,,0
198969,63,59,72,19,19,19,19,18,19,0,0,0
199032,56,60,52,30,37,25,30,36,25,0,1,0
199069,58,60,57,24,29,21,23,27,20,1,1,1
199102,58,57,59,26,30,24,26,29,24,0,0,0
199111,84,80,86,21,24,19,21,24,19,0,0,0
199120,23,23,22,44,42,45,43,42,44,0,0,0
199139,65,66,64,26,30,22,25,30,22,0,0,0
199148,82,81,83,33,33,34,33,32,33,0,0,0
199157,68,63,70,18,19,18,18,19,18,0,0,0
199184,29,28,29,53,50,54,53,50,54,0,0,0
199193,45,42,48,35,37,33,35,37,32,0,0,0
199209,62,57,69,14,15,14,14,14,14,0,0,0
199218,65,62,67,27,28,26,27,28,26,0,0,0
199272,50,52,50,17,23,14,17,23,14,0,0,0
199281,85,82,87,24,28,21,23,27,21,1,1,0
199306,64,61,65,17,21,15,17,21,15,0,0,0
199412,65,60,68,15,18,14,15,17,14,0,0,0
199458,42,50,27,52,53,50,51,52,50,1,1,0
199582,73,72,74,12,17,8,12,17,8,0,0,0
199607,80,,80,16,,16,16,,16,0,,0
199643,63,59,66,9,12,8,9,12,8,0,0,0
199698,45,45,45,23,27,18,23,27,18,0,0,0
199759,92,93,92,55,65,41,34,34,34,21,31,7
199847,30,31,29,37,37,36,37,37,36,0,0,0
199865,85,81,87,23,24,23,23,24,23,0,0,0
199962,89,86,90,7,8,6,7,8,6,0,0,0
199999,68,63,69,30,30,30,30,30,30,0,0,0
200004,69,69,69,28,30,26,27,30,25,0,0,0
200059,100,99,100,54,53,55,51,52,51,2,1,4
200156,69,66,75,34,31,38,34,31,38,0,0,0
200217,74,69,76,43,44,42,43,44,42,0,0,0
200226,70,72,68,41,36,45,39,35,43,1,1,2
200253,67,70,64,75,73,76,73,72,74,2,1,2
200280,81,80,83,42,41,42,41,41,41,1,1,1
200332,94,93,94,38,40,36,38,40,36,0,0,0
200484,91,83,100,76,79,72,73,75,72,2,4,0
200572,76,77,76,55,54,57,51,50,52,4,4,5
200785,86,84,87,66,57,68,52,38,55,14,19,13
200800,73,73,73,26,30,22,25,29,22,1,1,1
201061,27,26,27,21,24,20,21,23,20,0,1,0
201104,71,70,72,20,24,17,20,24,17,0,0,0
201177,51,50,51,65,33,67,52,33,53,13,0,14
201195,73,78,68,23,24,22,23,24,22,0,0,0
201371,55,52,59,24,28,19,24,28,19,0,0,0
201441,72,72,72,27,28,27,27,28,27,0,0,0
201539,94,100,93,78,71,79,78,71,79,0,0,0
201548,72,65,77,21,23,20,21,23,20,0,0,0
201645,27,26,28,17,18,17,17,18,17,0,0,0
201654,79,81,77,33,36,30,33,36,30,0,0,0
201690,57,50,60,8,10,8,8,10,8,0,0,0
201821,52,48,52,58,45,59,54,36,55,4,9,4
201885,77,79,74,30,32,29,30,32,29,0,0,0
202046,70,59,74,20,21,19,20,21,19,0,0,0
202073,37,34,39,30,28,31,30,28,31,0,0,0
202134,94,93,95,20,23,18,19,22,18,0,0,0
202170,93,90,94,37,43,34,37,43,34,0,0,0
202480,72,71,73,16,17,16,16,17,16,0,0,0
202514,50,46,60,18,18,17,18,18,17,0,0,0
202523,29,31,28,24,26,22,24,26,22,0,0,0
202763,77,78,77,20,21,20,20,21,20,0,0,0
202903,53,44,66,84,84,84,71,69,74,13,16,10
202912,41,100,36,9,0,11,6,0,7,3,0,4
202985,45,,45,100,,100,100,,100,0,,0
203030,100,100,100,100,100,100,67,100,60,33,0,40
203085,75,71,81,26,23,30,26,23,30,0,0,0
203128,93,92,95,13,12,15,13,12,14,0,0,0
203368,86,86,87,22,23,21,22,23,21,0,0,0
203386,53,64,52,80,71,80,80,71,80,0,0,0
203517,86,84,86,31,31,31,31,31,31,0,0,0
203535,34,31,37,21,25,19,21,25,19,0,0,0
203544,22,20,22,73,85,71,58,54,58,15,31,13
203580,57,60,55,24,29,18,24,29,18,0,0,0
203757,69,67,71,25,25,25,24,25,24,0,0,0
203775,71,69,72,18,17,19,18,17,18,0,1,0
203845,71,71,71,17,17,16,17,17,16,0,0,0
203960,41,57,40,35,50,33,25,44,22,10,6,11
204024,85,85,86,19,20,18,19,20,18,0,0,0
204176,74,29,76,46,50,46,39,50,39,7,0,8
204185,77,74,81,23,22,24,23,22,24,0,0,0
204194,73,76,71,34,40,30,34,40,30,0,0,0
204200,62,70,54,36,27,47,35,27,47,0,0,1
204264,81,77,85,20,38,0,10,19,0,10,19,0
204468,98,97,98,17,21,14,17,21,14,0,0,0
204501,36,35,37,28,30,27,28,30,27,0,0,0
204617,84,82,85,25,27,22,24,27,22,0,0,0
204635,70,71,69,22,23,21,22,23,21,0,0,0
204796,54,52,56,30,31,29,30,31,29,0,0,0
204857,82,80,83,19,20,18,18,19,18,0,0,0
204893,100,100,100,75,0,100,50,0,67,25,0,33
204909,67,61,73,14,14,14,14,14,14,0,0,0
204936,80,81,80,27,29,26,27,29,26,0,0,0
205027,69,69,,78,78,,78,78,,0,0,
205054,81,50,87,58,50,59,58,50,59,0,0,0
205124,83,83,,80,80,,80,80,,0,0,
205391,91,94,91,31,27,32,31,27,32,0,0,0
205957,77,79,75,33,37,30,32,36,29,1,1,1
206048,69,69,69,15,15,15,15,15,15,0,0,0
206084,96,97,96,31,33,30,31,32,29,1,1,0
206349,85,76,86,20,5,21,20,5,21,0,0,0
206394,52,100,42,60,40,70,60,40,70,0,0,0
206437,76,74,78,26,26,26,26,26,26,0,0,0
206491,39,37,44,10,13,8,9,12,8,0,0,0
206507,78,78,78,26,26,27,26,26,27,0,0,0
206525,91,90,92,16,17,15,16,17,15,0,0,0
206589,55,51,58,16,17,14,16,17,14,0,0,0
206604,95,95,96,25,26,24,24,25,24,1,1,0
206613,99,100,99,58,61,55,55,58,53,3,3,3
206622,76,78,75,11,12,10,11,12,10,0,0,0
206695,67,68,67,31,34,29,31,34,29,0,1,0
206817,72,69,75,25,28,23,24,27,21,2,1,2
206835,58,55,59,12,19,9,12,18,9,0,0,0
206941,84,81,86,52,53,52,49,49,49,3,4,3
207041,59,64,56,70,70,70,68,68,67,2,2,3
207157,44,47,39,88,88,86,85,86,83,3,2,3
207263,100,100,100,48,51,46,47,50,45,1,1,1
207306,63,62,63,48,46,50,48,46,50,1,0,1
207324,67,71,64,27,34,23,27,34,23,0,0,0
207388,70,72,69,39,40,39,33,34,32,6,6,7
207403,57,56,59,18,22,16,18,22,16,0,0,0
207458,75,70,77,26,29,24,26,29,24,0,0,0
207500,80,81,80,36,38,35,32,33,31,4,4,4
207582,68,73,66,24,27,22,23,27,22,0,0,0
207722,64,65,64,61,70,57,59,68,56,1,2,1
207847,74,73,74,63,67,59,61,65,57,2,2,2
207856,62,68,56,54,56,52,53,54,51,1,2,1
207865,91,91,91,43,45,42,42,44,41,1,1,1
207971,36,43,31,24,25,22,24,25,22,0,0,0
208479,96,96,96,37,46,36,37,46,36,0,0,0
208488,57,53,59,18,18,18,17,18,17,1,1,1
208512,100,,100,86,,86,86,,86,0,,0
208646,98,97,99,38,41,36,35,39,33,3,2,3
208725,98,96,100,56,52,63,56,52,63,0,0,0
208822,82,81,84,24,27,23,24,27,23,0,0,0
209056,72,67,75,12,14,11,12,14,11,0,0,0
209065,82,77,85,24,21,25,24,21,25,0,0,0
209241,86,86,,100,100,,100,100,,0,0,
209287,53,54,52,43,47,37,41,46,36,1,1,1
209409,66,66,65,36,35,37,36,35,37,0,0,0
209506,97,96,98,36,38,33,32,35,30,3,3,3
209542,82,80,85,26,28,24,23,26,21,3,3,3
209551,82,79,84,20,22,19,20,21,19,0,0,0
209603,89,82,89,12,16,13,12,16,13,0,1,0
209612,87,85,87,19,18,20,19,18,20,0,0,0
209807,96,94,97,25,28,24,24,27,22,1,1,1
209825,77,79,76,11,13,11,11,13,11,0,0,0
209922,39,38,40,17,22,15,17,22,15,0,0,0
210146,78,77,79,33,37,31,32,36,30,1,1,1
210304,97,95,98,13,19,10,13,19,10,0,0,0
210331,85,87,84,28,34,25,28,34,25,0,0,0
210401,78,74,81,12,13,11,12,13,11,0,0,0
210429,85,78,88,30,32,30,29,30,28,1,2,1
210492,92,90,93,32,40,26,32,40,26,0,0,0
210571,85,82,87,9,11,8,9,11,8,0,0,0
210669,62,57,67,15,17,15,15,17,14,0,0,0
210739,79,77,80,19,21,19,18,20,18,1,1,1
210775,64,62,66,16,19,15,16,19,15,0,0,0
211024,41,37,47,87,76,100,76,71,82,11,5,18
211088,66,62,67,8,9,7,8,9,7,0,0,0
211149,89,86,90,72,67,75,72,67,75,0,0,0
211158,84,87,82,29,31,28,29,31,28,0,0,0
211273,33,,33,34,,34,34,,34,0,,0
211291,34,31,37,29,28,29,29,28,29,0,0,0
211352,76,75,76,15,18,13,15,18,13,0,0,0
211361,97,96,98,32,35,30,31,34,29,1,1,1
211431,92,83,94,25,31,23,24,31,23,0,0,0
211440,15,12,21,37,41,34,37,41,34,0,0,0
211468,61,0,61,24,,24,24,,24,0,,0
211477,84,86,83,44,45,44,22,22,21,23,24,22
211556,62,55,65,20,21,19,20,21,19,0,0,0
211583,65,63,66,24,29,21,24,28,21,0,0,0
211635,80,,80,100,,100,100,,100,0,,0
211644,95,94,95,31,29,31,30,29,30,1,0,1
211802,80,82,79,69,56,71,69,56,71,0,0,0
211893,4,6,2,78,73,100,78,73,100,0,0,0
211981,93,91,94,24,23,25,24,23,25,0,0,0
212009,40,38,41,18,20,16,18,20,16,0,0,0
212054,75,74,75,13,15,12,13,15,12,0,0,0
212106,74,78,73,24,25,24,24,25,24,0,0,0
212115,85,79,88,20,24,17,20,24,17,0,0,0
212133,61,59,64,26,36,25,24,34,22,2,1,3
212160,83,79,86,29,32,28,29,31,27,0,1,0
212197,81,80,82,25,25,24,24,25,24,0,0,1
212452,100,100,100,100,100,100,33,0,50,67,100,50
212577,30,28,33,22,25,20,22,25,20,0,0,0
212601,76,70,80,21,19,22,20,19,21,0,0,0
212656,53,46,71,21,20,23,21,20,23,0,0,0
212674,48,49,47,24,24,24,24,24,24,0,0,0
212805,79,75,85,36,38,34,36,38,34,0,0,0
212832,95,94,95,25,28,24,24,28,24,0,0,0
212911,16,17,16,45,43,46,45,43,46,0,0,0
212984,73,68,75,34,43,31,34,43,31,0,0,0
212993,100,100,100,53,53,53,53,53,53,0,0,0
213011,81,76,83,16,20,15,16,20,14,0,0,1
213020,93,90,95,20,23,18,19,22,18,0,1,0
213163,100,100,100,29,0,33,29,0,33,0,0,0
213233,97,100,89,51,50,53,50,49,53,1,2,0
213251,71,66,74,24,26,23,24,26,23,0,0,0
213303,79,77,81,21,22,21,21,22,20,0,0,0
213321,81,79,83,17,18,15,16,18,15,0,0,0
213349,90,89,91,23,23,22,23,23,22,0,0,0
213358,99,100,99,17,17,17,17,17,17,0,0,0
213367,78,77,78,16,17,15,16,17,15,0,0,0
213385,31,28,36,26,27,25,26,27,25,0,0,0
213400,96,97,95,65,64,65,62,62,61,3,2,4
213507,80,77,82,23,24,22,23,24,22,0,0,0
213543,32,29,36,28,30,26,28,30,26,0,0,0
213598,83,75,86,12,14,11,12,14,11,0,0,0
213613,95,95,95,29,28,29,28,28,28,0,0,0
213622,64,0,74,93,,93,93,,93,0,,0
213668,62,62,62,17,19,16,17,19,16,0,0,0
213774,86,83,87,22,25,20,20,22,19,2,3,2
213783,96,93,97,25,27,24,25,27,24,0,0,0
213826,78,77,78,23,26,22,23,26,22,0,0,0
213987,86,84,89,23,23,24,23,23,24,0,0,0
213996,76,78,75,30,33,29,30,33,29,0,0,0
214041,79,76,81,27,28,26,26,27,26,1,1,1
214069,86,90,83,31,30,32,31,30,31,0,0,1
214148,47,,47,17,,17,17,,17,0,,0
214157,75,74,76,27,29,26,27,29,26,0,0,0
214166,95,95,95,18,19,18,18,19,18,0,0,0
214175,66,62,69,19,19,19,19,19,19,0,0,0
214272,62,59,64,18,19,18,18,19,18,0,0,0
214290,100,100,100,70,71,60,70,71,60,0,0,0
214476,100,100,100,32,33,31,32,33,31,0,0,0
214528,61,61,50,73,73,67,65,65,67,8,8,0
214777,76,77,75,22,24,20,22,24,19,0,0,0
214892,75,75,76,62,59,63,62,59,63,0,0,0
214971,88,79,91,21,19,22,20,19,21,1,0,1
215053,43,37,46,45,68,39,45,68,39,0,0,0
215062,8,7,8,70,71,69,70,71,69,0,0,0
215105,73,79,72,32,34,30,32,34,30,0,0,0
215114,83,79,86,50,55,46,49,55,45,0,0,1
215132,71,72,71,17,19,16,17,19,16,0,0,0
215266,73,75,71,13,14,13,13,14,13,0,0,0
215275,84,85,83,23,25,22,23,25,22,0,0,0
215284,79,80,77,26,31,22,26,31,22,0,0,0
215293,57,54,59,22,22,22,22,22,22,0,0,0
215309,72,75,72,46,47,46,46,47,46,0,0,0
215442,73,68,76,16,20,15,16,20,15,0,0,0
215594,23,47,19,96,86,100,75,57,82,21,29,18
215637,98,99,100,33,33,33,33,33,33,0,0,0
215655,84,85,84,15,18,12,15,18,12,0,0,0
215682,60,60,61,79,81,57,79,81,57,0,0,0
215691,92,85,95,15,20,13,12,16,11,3,4,2
215743,75,71,77,31,32,30,31,32,30,0,0,0
215770,75,73,76,17,17,17,17,17,17,0,0,0
215798,68,63,73,26,29,24,26,29,24,0,0,0
215929,76,81,73,14,15,13,14,15,13,0,0,0
215947,76,70,79,21,23,20,21,23,20,0,0,0
215974,44,50,43,82,100,80,82,100,80,0,0,0
215992,92,89,93,81,80,81,78,76,80,3,4,2
216010,91,90,92,24,25,22,24,25,22,0,0,0
216038,71,69,72,39,40,38,39,40,38,0,0,0
216047,100,100,,100,100,,100,100,,0,0,
216083,96,97,95,40,48,35,40,48,35,0,0,0
216278,72,67,76,15,16,15,15,16,15,0,0,0
216287,9,10,8,41,42,40,41,42,40,0,0,0
216296,89,88,99,41,42,35,41,42,35,0,0,0
216311,75,75,,90,90,,90,90,,0,0,
216339,60,59,61,23,24,23,23,24,22,0,0,0
216357,79,78,81,17,16,19,17,16,19,0,0,0
216366,66,66,66,22,24,21,22,24,21,0,0,0
216524,79,75,83,15,17,14,15,17,14,0,0,0
216542,63,60,65,45,46,43,43,43,42,2,3,1
216597,28,28,29,26,27,26,26,26,26,0,0,0
216667,85,82,88,13,13,12,13,13,12,0,0,0
216694,93,91,94,24,21,27,24,21,27,0,0,0
216764,75,73,77,25,28,24,25,28,24,0,0,0
216773,72,100,69,100,100,100,100,100,100,0,0,0
216782,90,100,89,82,0,91,82,0,91,0,0,0
216807,67,63,70,17,18,16,17,18,16,0,0,0
216852,72,72,72,17,19,15,16,19,14,1,0,1
216931,79,77,80,19,18,19,18,17,19,1,1,0
216940,32,32,,78,78,,78,78,,0,0,
217013,93,90,94,27,24,27,26,24,27,0,0,0
217040,86,86,,83,83,,83,83,,0,0,
217059,69,69,69,23,26,21,23,26,21,0,0,0
217156,7,9,6,61,60,62,61,60,62,0,0,0
217165,71,70,72,16,16,15,16,16,15,0,0,0
217235,93,90,94,14,16,13,14,16,12,0,0,0
217305,63,72,46,37,37,35,37,37,35,0,0,0
217402,47,46,48,20,21,20,20,21,20,0,0,0
217420,78,71,82,26,25,26,25,24,25,1,1,1
217484,75,72,77,19,22,17,19,22,17,0,0,0
217493,26,36,23,49,47,50,49,47,50,0,0,0
217518,85,82,88,15,16,13,15,16,13,0,0,0
217536,74,72,74,18,21,17,18,21,17,0,0,0
217624,53,63,48,66,72,61,62,67,59,3,5,2
217633,69,70,68,41,42,41,41,42,41,0,0,0
217688,50,51,49,22,24,20,22,24,20,0,0,0
217721,77,77,77,13,15,11,13,15,11,0,0,0
217776,35,34,35,55,68,53,53,67,52,1,2,1
217819,78,71,82,22,25,21,22,24,21,0,0,0
217864,75,75,74,32,33,25,32,33,25,0,0,0
217873,55,55,55,9,9,10,9,9,10,0,0,0
217882,51,49,53,26,28,25,26,28,25,0,0,0
217907,63,64,63,32,37,28,31,37,28,0,0,0
217925,48,49,47,82,82,82,82,82,82,0,0,0
217934,97,100,97,22,100,22,21,0,21,1,100,1
217961,89,,89,24,,24,21,,21,4,,4
217998,70,65,77,57,73,36,57,73,36,0,0,0
218061,68,66,69,25,28,24,24,27,23,0,1,0
218070,57,52,60,22,23,21,22,23,21,0,0,0
218229,43,44,43,38,44,35,38,44,35,0,0,0
218238,51,55,47,26,30,21,25,30,20,1,0,1
218414,63,63,62,28,31,24,28,31,24,0,0,0
218441,63,59,66,33,36,30,32,36,30,1,1,1
218539,75,74,77,21,21,22,21,21,22,0,0,0
218645,56,55,56,36,39,35,36,39,34,0,0,0
218654,63,62,63,33,38,31,32,36,31,1,1,0
218663,69,70,68,29,31,28,29,31,28,0,0,0
218672,82,84,81,20,25,17,20,25,17,0,0,1
218681,73,74,73,21,23,20,20,22,19,0,0,0
218690,82,81,83,19,25,15,19,24,15,0,1,0
218706,92,93,91,11,11,11,11,10,11,0,0,0
218724,69,67,70,22,24,21,22,24,21,0,0,0
218733,66,63,69,21,25,19,21,24,18,1,1,1
218742,58,57,59,34,35,34,34,35,34,0,0,0
218821,61,62,60,51,53,48,51,53,48,0,0,0
218964,69,66,70,26,28,25,26,28,25,0,0,0
218973,60,59,61,21,22,20,21,22,20,0,0,0
219000,67,62,71,29,27,31,29,27,30,0,0,0
219046,84,80,86,29,28,30,27,25,27,3,3,2
219082,77,80,73,56,63,43,53,60,39,3,2,4
219091,67,63,73,27,23,34,27,23,34,0,0,0
219198,72,68,75,36,34,38,35,34,36,1,0,2
219259,84,83,86,29,33,26,27,31,24,1,2,1
219295,90,89,94,21,20,27,19,18,27,2,2,0
219347,77,79,71,41,42,38,40,41,36,1,0,2
219356,90,89,91,40,43,38,39,42,37,1,1,1
219383,91,89,92,17,20,15,17,19,15,0,1,0
219471,86,84,88,34,34,35,33,32,33,2,2,2
219602,95,94,96,24,27,23,22,23,21,3,5,2
219639,60,66,59,38,41,38,36,41,35,2,0,2
219709,84,81,85,25,29,23,25,29,23,0,0,0
219718,90,90,91,41,43,39,32,35,29,9,8,10
219790,51,56,48,39,48,31,39,48,31,0,0,0
219806,69,70,69,21,23,19,21,23,19,0,0,0
219833,50,53,49,21,22,20,21,22,20,0,0,0
219903,93,93,93,37,41,37,37,41,37,0,0,0
219949,61,60,62,40,43,38,40,43,38,0,0,0
219976,63,66,62,28,31,26,28,31,26,0,0,0
220075,86,87,85,27,30,25,27,30,25,0,0,0
220181,93,93,93,12,13,11,11,12,11,0,0,0
220215,88,94,85,39,45,35,39,45,35,0,0,0
220464,83,87,80,73,62,80,61,46,70,12,15,10
220473,53,55,52,68,70,67,63,67,59,5,3,8
220516,62,59,64,34,45,28,34,45,28,0,0,0
220604,80,81,80,51,54,49,49,53,46,2,1,2
220613,82,83,81,40,45,38,40,45,37,0,0,0
220631,50,54,48,35,46,30,34,44,29,1,1,1
220701,99,98,99,35,40,32,35,40,32,0,0,0
220710,56,54,57,20,21,19,20,21,19,0,0,0
220862,85,83,86,21,25,19,21,24,19,1,1,1
220978,94,93,94,39,43,36,39,42,36,0,0,0
221351,45,40,48,22,23,22,22,23,22,0,0,0
221519,67,65,68,19,20,17,19,20,17,0,0,0
221731,61,63,61,39,47,33,39,47,33,0,0,0
221740,82,81,83,34,37,33,34,37,33,0,0,0
221759,79,79,78,31,36,27,31,35,27,0,0,0
221768,64,65,64,20,22,18,20,22,18,0,0,0
221847,79,81,77,33,34,32,32,33,31,0,0,0
221892,62,62,63,38,47,33,38,47,33,0,0,0
221953,72,68,76,21,24,18,20,24,18,0,0,0
221971,53,53,53,21,26,20,21,26,20,0,0,0
221999,9,10,8,47,46,48,47,46,48,0,0,0
222178,61,59,63,13,14,13,13,14,13,0,0,0
222831,77,77,77,48,51,46,48,51,45,0,0,1
222983,51,49,53,17,20,15,17,20,15,0,0,0
223117,81,79,100,100,100,100,0,0,0,100,100,100
223232,45,52,41,21,20,22,21,20,22,0,0,0
223472,65,60,65,56,100,53,56,100,53,0,0,0
224004,90,92,90,18,19,17,18,19,17,0,0,0
224147,80,82,79,24,26,23,22,24,21,2,2,2
224226,90,90,90,20,20,20,20,20,20,0,0,0
224244,13,14,12,44,44,44,44,44,44,0,0,0
224323,45,46,45,18,20,17,18,20,17,0,0,0
224527,59,60,59,33,34,32,33,33,32,0,1,0
224545,94,94,93,9,10,9,9,10,9,0,0,0
224554,43,44,43,29,30,28,28,29,27,1,1,1
225201,79,80,73,95,94,95,95,94,95,0,0,0
225247,84,83,84,26,29,24,26,29,24,0,0,0
225399,71,71,71,11,12,11,11,11,11,1,1,0
225414,74,76,72,33,37,29,26,29,24,7,8,6
225432,89,87,90,29,33,27,25,27,23,5,6,4
225502,56,53,57,12,13,11,10,10,9,2,2,2
225511,65,67,63,34,36,33,33,33,32,2,2,1
225548,54,57,51,24,28,21,24,27,21,0,0,0
225575,63,60,64,12,14,10,12,14,10,0,0,0
225627,94,92,95,17,19,16,17,19,16,0,0,0
225991,88,94,81,80,83,77,80,83,77,0,0,0
226091,84,85,83,25,29,22,23,27,21,2,2,2
226152,54,51,56,32,35,31,32,34,30,0,0,1
226231,45,52,35,35,36,34,33,34,30,2,1,4
226383,91,90,91,40,45,37,39,45,36,0,1,0
226471,87,88,87,6,8,6,6,8,6,0,0,0
226587,45,50,42,27,30,24,27,29,24,0,0,0
226833,79,78,80,29,31,27,28,31,27,0,0,0
227216,74,72,75,35,36,34,34,36,34,1,1,1
227331,68,68,68,7,7,7,7,7,7,0,0,0
227368,80,81,80,54,55,53,50,51,50,4,4,3
227429,79,86,76,28,34,25,27,33,24,1,1,1
227526,80,74,83,35,35,35,34,34,34,1,1,1
227757,9,9,9,41,41,41,41,41,41,0,0,0
227845,88,88,88,14,16,13,14,16,13,0,0,0
227863,87,86,88,36,42,33,35,41,32,1,1,0
227881,83,82,84,30,34,29,30,33,28,1,1,1
228042,93,93,93,28,33,24,28,33,24,0,0,0
228149,79,80,78,14,16,13,14,16,13,0,0,0
228246,47,48,47,23,25,22,23,25,22,0,0,0
228325,88,85,90,50,49,50,49,48,49,1,1,1
228343,49,44,52,19,22,17,19,22,17,0,0,0
228431,68,64,70,28,32,27,28,32,27,0,0,0
228459,81,76,84,33,34,33,32,33,32,1,1,1
228468,58,56,58,12,14,11,12,14,11,0,0,0
228501,100,99,100,29,30,27,28,29,26,1,1,1
228529,56,53,58,37,40,35,35,38,34,2,2,1
228705,77,78,76,20,23,17,20,23,17,1,1,0
228723,58,59,57,43,44,42,39,39,39,4,5,3
228769,83,85,82,35,37,33,34,36,33,1,1,1
228778,32,28,36,48,48,48,47,48,47,1,1,1
228787,79,80,77,36,40,32,35,39,32,1,1,1
228796,100,100,100,33,32,33,28,27,29,5,5,5
228802,83,85,82,37,38,36,36,37,35,1,1,1
228875,47,44,49,24,25,24,24,24,24,0,0,0
228981,56,56,56,25,31,21,25,31,21,0,0,0
229018,88,87,90,43,45,42,38,40,37,5,5,5
229027,77,74,78,35,39,32,33,36,31,2,3,1
229063,91,88,93,19,21,18,18,20,16,1,1,1
229115,69,69,69,35,36,35,35,35,34,1,1,1
229160,42,43,42,23,23,23,23,23,23,0,0,0
229179,93,91,93,25,22,25,24,21,24,0,0,0
229267,29,31,27,23,23,23,23,23,23,0,0,0
229780,97,98,97,40,44,33,35,40,27,5,4,6
229814,69,67,70,35,36,34,34,35,33,1,1,1
229957,,,,,,,,,,,,
230038,67,64,70,81,83,79,79,81,78,2,2,2
230047,57,69,52,53,41,60,53,40,60,0,0,0
230603,78,78,79,20,17,22,19,16,21,1,1,1
230728,91,91,91,32,27,36,29,25,34,2,2,2
230764,62,63,61,28,29,27,27,28,26,1,1,1
230807,92,89,93,18,18,19,18,18,19,0,0,0
230816,61,50,66,22,29,19,21,27,19,1,3,0
230834,84,81,86,22,23,21,22,23,21,0,0,0
230852,85,87,84,17,22,12,17,22,12,0,0,0
230889,100,100,100,36,40,35,36,40,35,0,0,0
230913,78,75,80,13,14,13,13,14,12,0,0,1
230940,83,77,88,28,29,27,28,29,27,0,0,0
230959,15,18,13,40,35,47,40,35,47,0,0,0
230995,75,76,73,23,24,21,23,24,21,0,0,0
231059,83,81,85,12,13,11,12,13,11,0,0,0
231095,86,75,93,32,38,29,32,38,29,0,0,0
231165,67,77,53,31,32,29,30,32,27,1,1,1
231174,67,63,70,20,21,20,20,21,20,0,0,0
231411,48,49,39,75,75,69,75,75,69,0,0,0
231420,65,65,65,13,14,12,13,14,12,0,0,0
231554,99,99,100,12,16,8,11,14,7,1,1,1
231581,67,66,68,12,16,9,12,16,9,0,0,0
231624,38,43,34,28,26,29,28,26,29,0,0,0
231651,86,82,88,19,23,17,14,17,13,5,6,5
231712,72,68,75,24,26,22,24,26,22,0,0,0
231837,28,30,27,33,21,36,32,21,35,0,0,1
232025,73,71,75,23,28,19,22,28,19,0,0,0
232043,65,64,65,22,22,22,22,22,22,0,1,0
232089,73,71,75,13,16,10,13,16,10,0,0,0
232186,87,84,89,22,23,21,22,22,21,0,0,0
232256,57,57,67,13,13,100,13,13,100,0,0,0
232265,36,36,36,27,30,25,25,28,24,2,2,1
232308,71,,71,8,,8,8,,8,0,,0
232423,77,71,80,25,27,23,25,27,23,0,0,0
232557,51,48,53,24,29,22,19,23,17,5,6,5
232566,90,89,90,20,20,20,20,20,20,0,0,0
232609,91,95,89,12,12,11,12,12,11,0,0,0
232672,84,79,86,6,7,6,6,7,6,0,0,0
232681,75,72,76,20,22,19,20,22,18,0,0,0
232706,81,78,83,15,17,14,15,17,14,0,0,0
232937,92,90,93,19,20,18,18,19,18,0,0,0
232982,89,88,91,26,27,24,25,27,24,0,0,0
233082,0,,0,,,,,,,,,
233277,75,72,77,14,14,13,14,14,13,0,0,0
233295,71,68,74,25,26,24,25,26,24,0,0,0
233301,90,87,91,14,13,14,14,13,14,0,0,0
233338,50,49,50,38,42,36,37,41,35,1,1,1
233374,28,29,28,24,25,23,24,25,23,0,0,0
233408,60,,60,83,,83,83,,83,0,,0
233426,75,73,76,14,15,12,14,15,12,0,0,0
233541,74,82,70,29,35,25,29,35,25,0,0,0
233611,98,96,99,43,49,39,42,47,37,2,2,1
233718,79,,79,18,,18,18,,18,0,,0
233897,59,57,62,50,52,48,50,52,48,0,0,0
233921,70,67,75,34,34,34,34,34,34,0,0,0
234030,87,86,88,30,29,30,29,29,30,0,0,0
234076,24,23,25,40,40,40,40,40,40,0,0,0
234085,60,61,52,53,54,49,53,54,49,0,0,0
234155,95,92,97,15,19,13,15,19,13,0,0,0
234164,63,60,65,9,13,7,9,12,6,0,0,0
234173,77,75,78,19,21,18,19,21,18,0,0,0
234207,19,18,19,40,42,39,40,42,39,0,0,0
234827,85,83,86,23,27,21,22,26,20,1,1,1
235024,73,66,76,26,33,23,26,33,23,0,0,0
235097,96,95,96,36,37,36,35,36,35,1,1,1
235158,84,88,82,46,39,50,46,39,50,0,0,0
235167,98,97,98,20,23,19,20,23,19,0,1,0
235316,62,62,62,22,22,22,22,22,22,0,0,0
