INSTNM,STABBR,CNTLAFFI,IS_R1,COREXP,ENRTOT
Strayer University-Pennsylvania,PA,2.0,0,14643080.0,1384.0
Brookline College-Albuquerque,NM,2.0,0,10000920.0,560.0
Byzantine Catholic Seminary of Saints Cyril and Methodius,PA,4.0,0,906632.0,24.0
Northcentral University,CA,3.0,0,49919600.0,9489.0
ATI College-Whittier,CA,2.0,0,2567572.0,149.0
Baptist University of the Americas,TX,4.0,0,2659545.0,104.0
Beis Medrash Heichal Dovid,NY,4.0,0,4045575.0,206.0
Institute of Clinical Acupuncture & Oriental Medicine,HI,2.0,0,971369.0,61.0
Charlotte Christian College and Theological Seminary,NC,3.0,0,1225483.0,58.0
Nightingale College,UT,2.0,0,74924815.0,6036.0
American InterContinental University System,AZ,2.0,0,190061700.0,11277.0
Toyota Technological Institute at Chicago,IL,3.0,0,,39.0
American InterContinental University-Houston,TX,2.0,0,6123669.0,116.0
University of California-Merced,CA,1.0,1,472603003.0,9110.0
Central Methodist University-College of Graduate and Extended Studies,MO,4.0,0,8910086.0,3802.0
Neumont College of Computer Science,UT,2.0,0,12166452.0,476.0
Johnson & Wales University-Charlotte,NC,3.0,0,38763954.0,1184.0
Roseman University of Health Sciences,NV,3.0,0,108658577.0,1367.0
Divine Mercy University,VA,4.0,0,11326707.0,463.0
American Academy of Health and Wellness,MN,2.0,0,331210.0,29.0
Arizona School of Acupuncture and Oriental Medicine,AZ,2.0,0,661980.0,19.0
Ave Maria University,FL,4.0,0,46669868.0,1423.0
Cambridge College of Healthcare & Technology,FL,2.0,0,4438126.0,381.0
ATA Career Education,FL,2.0,0,3510718.0,201.0
Eastern School of Acupuncture and Traditional Medicine,NJ,2.0,0,1267033.0,42.0
Ecclesia College,AR,4.0,0,2271800.0,111.0
Los Angeles College of Music,CA,2.0,0,7554300.0,261.0
SAE Institute of Technology-Nashville,TN,2.0,0,31579417.0,1712.0
Stanbridge University,CA,2.0,0,46536352.0,2928.0
Uta Mesivta of Kiryas Joel,NY,4.0,0,38182425.0,2957.0
Harrisburg University of Science and Technology,PA,3.0,0,85374423.0,3650.0
Daytona College,FL,2.0,0,3436529.0,191.0
United States University,CA,2.0,0,18185539.0,2454.0
Joyce University of Nursing and Health Sciences,UT,2.0,0,41677296.0,2073.0
Eagle Gate College-Layton,UT,2.0,0,2865271.0,226.0
Georgia Gwinnett College,GA,1.0,0,133994556.0,12230.0
Phoenix Institute of Herbal Medicine & Acupuncture,AZ,2.0,0,1604584.0,118.0
California Career College,CA,2.0,0,1475704.0,190.0
University of East-West Medicine,CA,2.0,0,1416410.0,81.0
SUM Bible College and Theological Seminary,CA,4.0,0,3091174.0,319.0
Careers Unlimited,UT,2.0,0,2968636.0,118.0
International Institute for Restorative Practices,PA,3.0,0,10503470.0,110.0
Strayer University-Florida,FL,2.0,0,14643080.0,1303.0
Dewey University-Juana DÃ­az,PR,3.0,0,1192290.0,265.0
American Public University System,WV,2.0,0,218877000.0,50715.0
Huntsville Bible College,AL,4.0,0,780453.0,98.0
Gnomon,CA,2.0,0,12462691.0,526.0
Dragon Rises College of Oriental Medicine,FL,3.0,0,1324094.0,71.0
Bais Medrash Toras Chesed,NJ,3.0,0,2186340.0,132.0
Visible Music College,TN,4.0,0,5570929.0,89.0
Virginia Beach Theological Seminary,VA,4.0,0,825475.0,33.0
University of the West,CA,3.0,0,6804060.0,138.0
American College of Education,IN,2.0,0,,14263.0
South University-Tampa,FL,2.0,0,15172197.0,752.0
Appalachian College of Pharmacy,VA,3.0,0,7509579.0,113.0
Strayer University-Delaware,DE,2.0,0,3660770.0,187.0
Brite Divinity School,TX,4.0,0,6846427.0,153.0
Strayer University-Alabama,AL,2.0,0,14643080.0,1329.0
Rasmussen University-Wisconsin,WI,2.0,0,8089917.0,55.0
Columbia Southern University,AL,2.0,0,79623540.0,17763.0
Academy for Five Element Acupuncture,FL,3.0,0,1232081.0,39.0
Miami Regional University,FL,2.0,0,28583905.0,916.0
Yeshivas Be'er Yitzchok,NJ,3.0,0,1574250.0,90.0
Yeshiva Toras Chaim,NJ,3.0,0,4203086.0,227.0
Talmudical Seminary of Bobov,NY,4.0,0,6549176.0,602.0
Charleston School of Law,SC,2.0,0,16679312.0,692.0
Southwest University at El Paso,TX,2.0,0,34650666.0,2130.0
Bryant & Stratton College-Wauwatosa,WI,3.0,0,23038954.0,1037.0
Remington College-Shreveport Campus,LA,3.0,0,3707224.0,315.0
Patrick Henry College,VA,4.0,0,11303111.0,425.0
ATA College-Cincinnati,OH,2.0,0,5168418.0,266.0
Galen College of Nursing-Cincinnati,OH,2.0,0,10729509.0,645.0
Strayer University-North Carolina,NC,2.0,0,29286160.0,3037.0
Strayer University-New Jersey,NJ,2.0,0,3660770.0,796.0
Chamberlain University-Illinois,IL,2.0,0,243252182.0,32944.0
Chamberlain University-Ohio,OH,2.0,0,7635549.0,257.0
Chamberlain University-Arizona,AZ,2.0,0,13499493.0,693.0
Ottawa University-Online,KS,4.0,0,19614395.0,810.0
Taft University System,CO,2.0,0,2648416.0,324.0
Laurus College,CA,2.0,0,15417804.0,1116.0
Aspen University,AZ,2.0,0,27294957.0,3511.0
Institute of Taoist Education and Acupuncture,CO,3.0,0,738856.0,32.0
Denver College of Nursing,CO,2.0,0,14688449.0,811.0
Cambridge College of Healthcare & Technology,FL,2.0,0,15787351.0,1315.0
Urshan Graduate School of Theology,MO,4.0,0,1631079.0,116.0
Daoist Traditions College of Chinese Medical Arts,NC,2.0,0,2165275.0,102.0
Yeshiva of Machzikai Hadas,NY,3.0,0,5773723.0,515.0
Pacific Northwest University of Health Sciences,WA,3.0,0,43709889.0,665.0
The Chicago School at Anaheim,CA,3.0,0,12775613.0,523.0
The Chicago School at Los Angeles,CA,3.0,0,82711598.0,3344.0
Providence Christian College,CA,4.0,0,5695231.0,168.0
Institute of World Politics,DC,3.0,0,11841516.0,173.0
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,4.0,0,3409412.0,65.0
Vermont College of Fine Arts,VT,3.0,0,9521666.0,190.0
Polytechnic University of Puerto Rico-Miami,FL,3.0,0,900585.0,32.0
Polytechnic University of Puerto Rico-Orlando,FL,3.0,0,3772376.0,127.0
Geisinger Commonwealth School of Medicine,PA,3.0,0,44681781.0,665.0
Strayer University-West Virginia,WV,2.0,0,3660770.0,252.0
University of Minnesota-Rochester,MN,1.0,0,27353898.0,578.0
Homestead Schools,CA,3.0,0,4825022.0,158.0
Chamberlain University-Florida,FL,2.0,0,16285031.0,821.0
Horizon University,IN,4.0,0,309827.0,70.0
Academy for Jewish Religion California,CA,4.0,0,2008827.0,58.0
Angeles College,CA,2.0,0,8686867.0,603.0
University of Fort Lauderdale,FL,4.0,0,4882283.0,368.0
Pacific Rim Christian University,HI,4.0,0,1537149.0,187.0
Ambria College of Nursing,IL,2.0,0,2788644.0,123.0
City Vision University,MO,3.0,0,648855.0,296.0
Ascent College,VA,4.0,0,828279.0,83.0
West Coast University-Orange County,CA,2.0,0,112336725.0,4586.0
West Coast University-Ontario,CA,2.0,0,79818199.0,2671.0
Strayer University-Arkansas,AR,2.0,0,3660770.0,741.0
Strayer University-Georgia,GA,2.0,0,51250780.0,4916.0
Strayer University-Mississippi,MS,2.0,0,3660770.0,983.0
Strayer University-South Carolina,SC,2.0,0,18303850.0,2110.0
Strayer University-Texas,TX,2.0,0,21964620.0,2508.0
Unitek College,CA,2.0,0,66305326.0,5725.0
Gurnick Academy of Medical Arts,CA,2.0,0,66576230.0,3437.0
South University-Richmond,VA,2.0,0,9789218.0,395.0
South University-Virginia Beach,VA,2.0,0,6728450.0,258.0
Touro University Worldwide,CA,3.0,0,17088646.0,2358.0
Touro University California,CA,4.0,0,81884477.0,1144.0
The Chicago School at Washington DC,DC,3.0,0,14994851.0,564.0
Touro University Nevada,NV,4.0,0,64297000.0,1600.0
Herzing University-Kenosha,WI,3.0,0,10594366.0,526.0
Herzing University-Brookfield,WI,3.0,0,7079249.0,385.0
Texas A&M University-San Antonio,TX,1.0,0,123415664.0,7956.0
Strayer University-Global Region,DC,2.0,0,117144640.0,12098.0
Johnson & Wales University-Online,RI,3.0,0,22716595.0,2839.0
Chamberlain University-Virginia,VA,2.0,0,12079125.0,557.0
Crestpoint University,AZ,2.0,0,2207588.0,446.0
Carolina College of Biblical Studies,NC,3.0,0,1557772.0,212.0
Omega Graduate School,TN,3.0,0,371441.0,69.0
Jung Tao School of Classical Chinese Medicine,NC,3.0,0,922686.0,69.0
New York Film Academy,CA,2.0,0,67596906.0,1132.0
American Medical Sciences Center,CA,2.0,0,2332153.0,365.0
Jose Maria Vargas University,FL,2.0,0,1156064.0,112.0
Shepherds Theological Seminary,NC,4.0,0,3649130.0,201.0
Manna University,NC,4.0,0,1537127.0,268.0
Simmons College of Kentucky,KY,4.0,0,15141552.0,506.0
North American University,TX,3.0,0,13232286.0,983.0
Keser Torah-Mayan Hatalmud,NJ,3.0,0,2872722.0,57.0
Millennia Atlantic University,FL,2.0,0,2446194.0,220.0
Institute for Doctoral Studies in the Visual Arts,ME,3.0,0,1663513.0,99.0
John Paul the Great Catholic University,CA,4.0,0,9744768.0,286.0
University of Connecticut-Hartford Campus,CT,1.0,0,16314432.0,1544.0
Ottawa University-Surprise,AZ,4.0,0,18321756.0,912.0
Chamberlain University-Missouri,MO,2.0,0,6697203.0,284.0
Chamberlain University-Texas,TX,2.0,0,39379847.0,2270.0
Dewey University-Manati,PR,3.0,0,2384580.0,221.0
Los Angeles Pacific University,CA,4.0,0,21388657.0,1881.0
Relay Graduate School of Education,NY,3.0,0,60365754.0,1324.0
South University-Savannah Online,GA,2.0,0,96157149.0,8803.0
Whitworth University-Adult Degree Programs,WA,4.0,0,2944316.0,145.0
The Colleges of Law at Santa Barbara,CA,3.0,0,3304409.0,78.0
The University of America,CA,4.0,0,,
"Springfield College-Regional, Online, and Continuing Education",MA,3.0,0,1795896.0,380.0
Catholic International University,WV,4.0,0,2887730.0,230.0
City College-Hollywood,FL,,0,,
Rocky Mountain University of Health Professions,UT,2.0,0,43480742.0,1686.0
Criswell College,TX,4.0,0,6942399.0,160.0
American Medical Academy,FL,2.0,0,2616731.0,412.0
Chamberlain University-Georgia,GA,2.0,0,26943740.0,1940.0
Chamberlain University-Indiana,IN,2.0,0,4006088.0,144.0
Sessions College for Professional Design,AZ,2.0,0,2822651.0,194.0
Bais HaMedrash and Mesivta of Baltimore,MD,3.0,0,3350932.0,87.0
Yeshiva Gedolah Zichron Leyma,NJ,3.0,0,1036034.0,47.0
Be'er Yaakov Talmudic Seminary,NY,3.0,0,14468461.0,765.0
Colorado State University Global,CO,1.0,0,95916387.0,10257.0
West Coast University-Texas,TX,2.0,0,54125952.0,1887.0
South University-Austin,TX,2.0,0,9420933.0,297.0
Bryant & Stratton College-Online,NY,3.0,0,73576146.0,10343.0
Warner Pacific University Professional and Graduate Studies,OR,4.0,0,5186033.0,257.0
Platt College-Riverside,CA,2.0,0,8056122.0,413.0
Florida Institute of Technology-Online,FL,3.0,0,720002.0,815.0
Rasmussen University-Kansas,KS,2.0,0,11437289.0,359.0
California Miramar University,CA,2.0,0,3036358.0,247.0
Rocky Vista University,CO,2.0,0,100363212.0,1903.0
Midwives College of Utah,UT,3.0,0,1915040.0,239.0
Future Generations University,WV,3.0,0,3247396.0,48.0
Grace Mission University,CA,4.0,0,1931106.0,301.0
Sotheby's Institute of Art-NY,NY,2.0,0,9703663.0,188.0
Mid-South Christian College,TN,4.0,0,1292501.0,32.0
Grace School of Theology,TX,4.0,0,6524199.0,568.0
Yeshiva Gedolah Kesser Torah,NY,3.0,0,1575637.0,84.0
Yeshiva Yesodei Hatorah,NJ,3.0,0,3987762.0,76.0
South University-High Point,NC,2.0,0,1812620.0,67.0
Augusta University,GA,1.0,0,621354834.0,10900.0
Middle Georgia State University,GA,1.0,0,106735666.0,8363.0
Veritas Baptist College,IN,4.0,0,1142588.0,211.0
DeVry College of New York,NY,2.0,0,8000028.0,107.0
DeVry University-Arizona,AZ,2.0,0,2957211.0,6.0
DeVry University-California,CA,2.0,0,14304648.0,2403.0
DeVry University-Florida,FL,2.0,0,2691526.0,114.0
DeVry University-Georgia,GA,2.0,0,4828018.0,522.0
DeVry University-Illinois,IL,2.0,0,53083605.0,31296.0
DeVry University-Nevada,NV,2.0,0,657696.0,1.0
DeVry University-New Jersey,NJ,2.0,0,3016614.0,67.0
DeVry University-Ohio,OH,2.0,0,2360375.0,211.0
DeVry University-Texas,TX,2.0,0,4328576.0,17.0
DeVry University-Virginia,VA,2.0,0,1324153.0,19.0
University of North Georgia,GA,1.0,0,250597044.0,19291.0
South Georgia State College,GA,1.0,0,24099395.0,1893.0
Northeastern University Professional Programs,MA,3.0,0,151554766.0,7411.0
Florida Polytechnic University,FL,1.0,0,71348168.0,1769.0
Antioch College,OH,3.0,0,9604415.0,121.0
Texas A&M University-Central Texas,TX,1.0,0,57991245.0,2403.0
Arizona State University Digital Immersion,AZ,1.0,0,600821820.0,72994.0
Learnet Academy Inc,CA,2.0,0,,
Integrity College of Health,CA,2.0,0,2687651.0,225.0
Ana G. Mendez University,FL,3.0,0,74289829.0,8378.0
Washington University of Science and Technology,VA,2.0,0,7588681.0,1096.0
Alabama College of Osteopathic Medicine,AL,3.0,0,34746014.0,778.0
University of Florida-Online,FL,1.0,0,23874000.0,5655.0
University of Phoenix-Arizona,AZ,2.0,0,796634508.0,111248.0
University of Phoenix-California,CA,2.0,0,2077274.0,34.0
University of Phoenix-Texas,TX,2.0,0,159790.0,6.0
University of West Los Angeles,CA,2.0,0,5995817.0,367.0
Rabbinical College Ohr Yisroel,NY,4.0,0,1550024.0,114.0
University of North Texas at Dallas,TX,1.0,0,126811232.0,3794.0
Georgia Military College,GA,1.0,0,73056477.0,6575.0
West Coast University-Miami,FL,2.0,0,29820251.0,961.0
High Tech High Graduate School of Education,CA,3.0,0,11347184.0,99.0
Lionel University,CA,2.0,0,4035099.0,403.0
California Intercontinental University,SD,2.0,0,5064399.0,623.0
American College of the Building Arts,SC,3.0,0,4110459.0,155.0
Atlantis University,FL,2.0,0,9473065.0,746.0
Bet Medrash Gadol Ateret Torah,NY,3.0,0,7708966.0,112.0
Yeshiva Ohr Yisrael,NY,3.0,0,3138470.0,23.0
Yeshiva Sholom Shachna,NY,3.0,0,1830759.0,132.0
Bethlehem College & Seminary,MN,4.0,0,4990922.0,200.0
Elmezzi Graduate School of Molecular Medicine,NY,3.0,0,1145354.0,12.0
Beth Medrash Meor Yitzchok,NY,3.0,0,3114458.0,226.0
San Ignacio University,FL,2.0,0,4739769.0,319.0
Valor Christian College,OH,4.0,0,3520438.0,414.0
Bethany Global University,MN,4.0,0,5167337.0,100.0
United International College,FL,2.0,0,1188404.0,137.0
Presidio Graduate School,CA,3.0,0,2383417.0,74.0
California Jazz Conservatory,CA,3.0,0,3413546.0,6.0
Kennesaw State University,GA,1.0,0,615701150.0,47764.0
Milligan University,TN,4.0,0,28003290.0,1240.0
Chamberlain University-Nevada,NV,2.0,0,10315558.0,652.0
Chamberlain University-Michigan,MI,2.0,0,10334561.0,629.0
Chamberlain University-New Jersey,NJ,2.0,0,19380092.0,1226.0
The University of Tennessee Health Science Center,TN,1.0,1,673521288.0,3101.0
The Chicago School at Xavier University of Louisiana,LA,3.0,0,539815.0,20.0
Arizona College of Nursing-Las Vegas,NV,2.0,0,22934162.0,1222.0
Husson University,ME,3.0,0,55160286.0,3367.0
Northwest University-Center for Online and Extended Education,WA,4.0,0,2720000.0,1352.0
California Institute of Advanced Management,CA,3.0,0,4538363.0,344.0
Yeshiva Zichron Aryeh,NY,3.0,0,4379776.0,41.0
Felbry College,OH,2.0,0,2764065.0,192.0
Martinsburg College,WV,2.0,0,13358493.0,2812.0
Alhambra Medical University,CA,2.0,0,1843096.0,140.0
Central Yeshiva Beth Joseph,NY,3.0,0,2069347.0,15.0
Abraham Lincoln University,CA,2.0,0,1861177.0,112.0
Elim Bible Institute and College,NY,4.0,0,2016637.0,118.0
Beth Medrash of Asbury Park,NJ,3.0,0,1609778.0,124.0
Yeshiva Gedolah Shaarei Shmuel,NJ,3.0,0,3748639.0,150.0
Claremont Lincoln University,CA,3.0,0,10829808.0,271.0
Seattle Film Institute,WA,2.0,0,1949349.0,85.0
Arkansas Colleges of Health Education,AR,3.0,0,43391929.0,870.0
Burrell College of Osteopathic Medicine,NM,2.0,0,40142208.0,841.0
California Health Sciences University,CA,2.0,0,32995907.0,607.0
Indiana Wesleyan University-National & Global,IN,4.0,0,88510379.0,14331.0
John Patrick University of Health and Applied Sciences,IN,2.0,0,5426639.0,674.0
Teachers College of San Joaquin,CA,1.0,0,9454293.0,974.0
University of the People,CA,3.0,0,21588698.0,41961.0
Wongu University of Oriental Medicine,NV,3.0,0,1243670.0,29.0
Institute of Buddhist Studies,CA,3.0,0,2161379.0,65.0
Chamberlain University-North Carolina,NC,2.0,0,4719873.0,202.0
Chamberlain University-California,CA,2.0,0,14550270.0,751.0
Purdue University Global,IN,1.0,0,474807772.0,45588.0
West Coast University-Center for Graduate Studies,CA,2.0,0,17737378.0,548.0
Carolina University,NC,4.0,0,10556435.0,880.0
Presbyterian Theological Seminary in America,CA,4.0,0,2471880.0,223.0
America Evangelical University,CA,4.0,0,2793371.0,307.0
Virginia University of Integrative Medicine,VA,3.0,0,5257055.0,457.0
Los Angeles Academy of Figurative Art,CA,2.0,0,980162.0,2.0
Westcliff University,CA,2.0,0,53412932.0,7686.0
Bolivar Technical College,MO,3.0,0,3428069.0,144.0
Reformed University,GA,4.0,0,1117579.0,294.0
Yeshiva Shaar Ephraim,NY,4.0,0,2856363.0,113.0
California Institute of Arts & Technology,CA,2.0,0,2263.0,2112.0
Yeshiva Bais Aharon,NJ,3.0,0,593634.0,25.0
Mechon L'hoyroa,NY,3.0,0,6208559.0,122.0
Western Michigan University Homer Stryker M.D. School of Medicine,MI,3.0,0,123902178.0,346.0
Yeshiva Ohr Naftoli,NY,3.0,0,3822996.0,49.0
Bais Medrash Mayan Hatorah,NJ,3.0,0,1253212.0,38.0
Maine Media College,ME,3.0,0,3775891.0,42.0
Purdue University Northwest,IN,1.0,0,147868512.0,9051.0
Platt College-Anaheim,CA,2.0,0,7920403.0,498.0
Yeshiva Kollel Tifereth Elizer,NY,3.0,0,6401708.0,499.0
The Chicago School at San Diego,CA,3.0,0,3433821.0,112.0
University of Wisconsin-Milwaukee Flex,WI,1.0,0,5603607.0,551.0
University of Wisconsin-Parkside Flex,WI,1.0,0,748280.0,173.0
Union Bible College,IN,4.0,0,1154958.0,218.0
Yeshiva Gedolah Tiferes Boruch,NJ,3.0,0,1551942.0,81.0
Yeshiva Chemdas Hatorah,NJ,3.0,0,2400164.0,72.0
Women's Institute of Torah Seminary and College,MD,3.0,0,2133627.0,161.0
Yeshiva Gedolah Keren Hatorah,NJ,3.0,0,2136950.0,181.0
Yeshiva Gedolah of Cliffwood,NJ,3.0,0,2181620.0,30.0
Yeshivas Emek Hatorah,NJ,3.0,0,3267580.0,101.0
Meridian University,CA,2.0,0,4056282.0,297.0
Yeshiva Gedola Tiferes Yerachmiel,NJ,3.0,0,2986733.0,177.0
Champion Christian College,AR,4.0,0,2321335.0,146.0
Reiss-Davis Graduate School,CA,3.0,0,1279279.0,35.0
EDP University of Puerto Rico-Villalba,PR,3.0,0,4442755.0,379.0
The Chicago School at Dallas,TX,3.0,0,4828342.0,219.0
Texas Tech University Health Sciences Center-El Paso,TX,1.0,0,289834548.0,997.0
Ponce Health Sciences University-Centro Universitario de San Juan,PR,2.0,0,1371254.0,240.0
Chamberlain University-Louisiana,LA,2.0,0,9091971.0,625.0
Drury University-College of Continuing Professional Studies,MO,4.0,0,5079066.0,659.0
Indiana Institute of Technology-College of Professional Studies,IN,3.0,0,37197774.0,2779.0
Institute of Lutheran Theology,SD,3.0,0,,
San Diego Global Knowledge University,CA,2.0,0,1082307.0,193.0
Yeshiva of Ocean,NY,3.0,0,812838.0,63.0
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,NY,3.0,0,5899856.0,168.0
Yeshivat Hechal Shemuel,NY,3.0,0,3590634.0,65.0
Professional University Dr. Carlos J. Borrero Rios,PR,2.0,0,1857057.0,192.0
Yeshiva Gedolah of Woodlake Village,NJ,3.0,0,2431140.0,87.0
Yeshiva Gedola Tiferes Yaakov Yitzchok,NJ,3.0,0,2384662.0,72.0
College Unbound,RI,3.0,0,7041435.0,494.0
SANS Technology Institute,MD,2.0,0,18099975.0,1963.0
Idaho College of Osteopathic Medicine,ID,2.0,0,30416970.0,632.0
Ponce Health Sciences University-St Louis,MO,2.0,0,8190315.0,164.0
Arizona College of Nursing-Dallas,TX,2.0,0,9249257.0,588.0
EDP University of Puerto Rico-Humacao,PR,3.0,0,3634981.0,325.0
EDP University of Puerto Rico-Manati,PR,3.0,0,6866076.0,468.0
IE New York College,NY,3.0,0,5454386.0,4.0
Faith Theological Seminary and Christian College,FL,4.0,0,,
The Southwestern Baptist Theological Seminary,TX,4.0,0,31174065.0,2850.0
Lotus Professional College,VA,2.0,0,1536804.0,178.0
Christ Mission College,TX,4.0,0,775500.0,32.0
Urshan University,MO,4.0,0,6540051.0,474.0
Yeshiva Yesoda Hatorah Vetz Chaim,NY,4.0,0,20151805.0,223.0
North-West College-San Diego,CA,2.0,0,10274629.0,636.0
Ponce Health Sciences University-East,PR,2.0,0,1651646.0,764.0
