INSTNM,STABBR,CNTLAFFI,IS_R1,COREXP,ENRTOT
The College of Saint Scholastica,MN,4.0,0,62946386.0,2930.0
University of St Thomas,MN,4.0,0,267815000.0,9410.0
St Catherine University,MN,4.0,0,92508337.0,3651.0
Rasmussen University-Minnesota,MN,2.0,0,136354189.0,9416.0
Southwest Minnesota State University,MN,1.0,0,55092000.0,8214.0
United Theological Seminary of the Twin Cities,MN,4.0,0,4054525.0,226.0
Dunwoody College of Technology,MN,3.0,0,40414317.0,1537.0
Winona State University,MN,1.0,0,113900000.0,6045.0
Mitchell Hamline School of Law,MN,3.0,0,37766464.0,1163.0
Alcorn State University,MS,1.0,0,92042514.0,2995.0
Belhaven University,MS,4.0,0,42804349.0,4213.0
Blue Mountain Christian University,MS,4.0,0,12972969.0,968.0
Delta State University,MS,1.0,0,72338478.0,2654.0
Jackson State University,MS,1.0,0,194665211.0,6326.0
Millsaps College,MS,4.0,0,30657017.0,593.0
University of Mississippi,MS,1.0,1,1131526425.0,26449.0
Mississippi University for Women,MS,1.0,0,66798281.0,2193.0
Mississippi Valley State University,MS,1.0,0,46609527.0,2205.0
Mississippi College,MS,4.0,0,73303693.0,4164.0
Mississippi State University,MS,1.0,1,898908746.0,23150.0
Rust College,MS,4.0,0,20770433.0,467.0
Southeastern Baptist College,MS,4.0,0,1805733.0,93.0
University of Southern Mississippi,MS,1.0,1,353790408.0,13170.0
Tougaloo College,MS,4.0,0,31985867.0,1301.0
Wesley Biblical Seminary,MS,4.0,0,2174600.0,170.0
William Carey University,MS,4.0,0,72347393.0,5321.0
Aquinas Institute of Theology,MO,4.0,0,3109789.0,110.0
Avila University,MO,4.0,0,33460057.0,2768.0
Mission University,MO,4.0,0,4415102.0,434.0
Cox College,MO,3.0,0,12253824.0,724.0
Calvary University,MO,4.0,0,4377658.0,244.0
Central Christian College of the Bible,MO,4.0,0,6780900.0,189.0
Central Methodist University-College of Liberal Arts and Sciences,MO,4.0,0,26730257.0,1041.0
University of Central Missouri,MO,1.0,0,198123739.0,12857.0
Cleveland University-Kansas City,KS,3.0,0,20318442.0,588.0
Columbia College,MO,4.0,0,72568835.0,5689.0
Conception Seminary College,MO,4.0,0,2355891.0,63.0
Concordia Seminary,MO,4.0,0,23607028.0,589.0
Cottey College,MO,3.0,0,17144936.0,254.0
Covenant Theological Seminary,MO,4.0,0,9063591.0,550.0
Culver-Stockton College,MO,4.0,0,20857969.0,1028.0
Drury University,MO,4.0,0,46019431.0,1615.0
Eden Theological Seminary,MO,4.0,0,5380173.0,72.0
Evangel University,MO,4.0,0,41228734.0,2289.0
Fontbonne University,MO,4.0,0,25782145.0,332.0
Ozarks Technical Community College,MO,1.0,0,97967571.0,11380.0
Hannibal-LaGrange University,MO,4.0,0,8207114.0,499.0
Harris-Stowe State University,MO,1.0,0,40028377.0,1002.0
Barnes-Jewish College Goldfarb School of Nursing,MO,3.0,0,19538071.0,539.0
Kansas City Art Institute,MO,3.0,0,25008601.0,813.0
Kenrick Glennon Seminary,MO,4.0,0,7603576.0,84.0
A T Still University of Health Sciences,MO,3.0,0,189033967.0,3466.0
Lincoln University,MO,1.0,0,59638910.0,2054.0
Lindenwood University,MO,3.0,0,115395202.0,6826.0
Logan University,MO,3.0,0,42886584.0,1406.0
Maryville University of Saint Louis,MO,3.0,0,125717033.0,9261.0
Midwestern Baptist Theological Seminary,MO,4.0,0,23407467.0,3945.0
Missouri Baptist University,MO,4.0,0,35743023.0,5699.0
Missouri Southern State University,MO,1.0,0,54788518.0,4147.0
Missouri Valley College,MO,4.0,0,21004162.0,1770.0
Missouri Western State University,MO,1.0,0,46201035.0,3716.0
University of Missouri-Columbia,MO,1.0,1,1243288918.0,31543.0
University of Missouri-Kansas City,MO,1.0,1,420578943.0,14732.0
Missouri University of Science and Technology,MO,1.0,1,234753923.0,7154.0
University of Missouri-St Louis,MO,1.0,0,245410916.0,14736.0
Nazarene Theological Seminary,MO,4.0,0,4075045.0,168.0
Truman State University,MO,1.0,0,80572202.0,3664.0
Northwest Missouri State University,MO,1.0,0,104388044.0,9152.0
Ozark Christian College,MO,4.0,0,10926020.0,736.0
College of the Ozarks,MO,4.0,0,62894048.0,1454.0
Park University,MO,3.0,0,70378459.0,5736.0
Stevens-The Institute of Business & Arts,MO,2.0,0,1510799.0,89.0
Ranken Technical College,MO,3.0,0,36511933.0,1784.0
Research College of Nursing,MO,2.0,0,12226677.0,205.0
Rockhurst University,MO,4.0,0,58148109.0,3577.0
Saint Louis University,MO,4.0,1,570844395.0,17059.0
University of Health Sciences and Pharmacy in St. Louis,MO,3.0,0,43964361.0,648.0
Saint Louis Community College,MO,1.0,0,198102698.0,15649.0
Saint Paul School of Theology,KS,4.0,0,4035074.0,91.0
Southwest Baptist University,MO,4.0,0,34944912.0,2199.0
Stephens College,MO,3.0,0,20853217.0,568.0
Southeast Missouri State University,MO,1.0,0,141715613.0,9501.0
Missouri State University-Springfield,MO,1.0,0,330151139.0,24360.0
Kansas City University,MO,3.0,0,96733603.0,2109.0
Washington University in St Louis,MO,3.0,1,4918056000.0,16357.0
Webster University,MO,3.0,0,161016539.0,8260.0
Westminster College,MO,4.0,0,25158224.0,640.0
William Jewell College,MO,3.0,0,32077105.0,959.0
William Woods University,MO,4.0,0,26072565.0,2046.0
Blackfeet Community College,MT,3.0,0,14336301.0,318.0
Carroll College,MT,4.0,0,39225127.0,1156.0
Montana State University Billings,MT,1.0,0,58232593.0,4129.0
Aaniiih Nakoda College,MT,1.0,0,9094850.0,120.0
University of Providence,MT,4.0,0,24218415.0,763.0
Montana Technological University,MT,1.0,0,51599600.0,1702.0
Montana State University,MT,1.0,1,595462338.0,17135.0
The University of Montana,MT,1.0,1,372896851.0,10811.0
Montana State University-Northern,MT,1.0,0,21420084.0,966.0
Rocky Mountain College,MT,4.0,0,26085923.0,1032.0
Salish Kootenai College,MT,1.0,0,30294658.0,671.0
The University of Montana-Western,MT,1.0,0,28241538.0,1358.0
Bellevue University,NE,3.0,0,143425256.0,14667.0
Clarkson College,NE,4.0,0,23375151.0,1121.0
Bryan College of Health Sciences,NE,3.0,0,18049101.0,765.0
Chadron State College,NE,1.0,0,45397966.0,2098.0
Concordia University-Nebraska,NE,4.0,0,35501732.0,3479.0
Creighton University,NE,4.0,0,379160000.0,8581.0
Doane University,NE,3.0,0,47114151.0,1985.0
Hastings College,NE,4.0,0,28447135.0,956.0
CHI Health School of Radiologic Technology,NE,4.0,0,330420.0,29.0
University of Nebraska at Kearney,NE,1.0,0,106831808.0,5881.0
Nebraska Methodist College of Nursing & Allied Health,NE,4.0,0,23422612.0,1067.0
Midland University,NE,4.0,0,27947764.0,1558.0
University of Nebraska at Omaha,NE,1.0,0,270305550.0,14972.0
Nebraska Indian Community College,NE,1.0,0,9144726.0,620.0
University of Nebraska Medical Center,NE,1.0,1,662735725.0,3988.0
Nebraska Wesleyan University,NE,4.0,0,36958000.0,1654.0
University of Nebraska-Lincoln,NE,1.0,1,978112954.0,24393.0
Peru State College,NE,1.0,0,26253451.0,1492.0
Summit Christian College,NE,4.0,0,818923.0,32.0
College of Saint Mary,NE,4.0,0,28955629.0,786.0
Union Adventist University,NE,4.0,0,24518536.0,729.0
Wayne State College,NE,1.0,0,58797196.0,4666.0
York University,NE,4.0,0,11392567.0,532.0
College of Southern Nevada,NV,1.0,0,263613000.0,28313.0
Las Vegas College,NV,2.0,0,9839338.0,536.0
University of Nevada-Las Vegas,NV,1.0,1,958123000.0,32911.0
University of Nevada-Reno,NV,1.0,1,811561325.0,23024.0
Great Basin College,NV,1.0,0,36570207.0,3320.0
Truckee Meadows Community College,NV,1.0,0,89369000.0,10885.0
Western Nevada College,NV,1.0,0,35402000.0,4284.0
Colby-Sawyer College,NH,3.0,0,29331033.0,972.0
Dartmouth College,NH,3.0,1,1080808450.0,6938.0
Franklin Pierce University,NH,3.0,0,44108277.0,1654.0
University of New Hampshire-Franklin Pierce School of Law,NH,1.0,0,16616733.0,718.0
New England College,NH,3.0,0,46733331.0,3275.0
Southern New Hampshire University,NH,3.0,0,1247408502.0,189531.0
University of New Hampshire-Main Campus,NH,1.0,1,539721870.0,13554.0
Keene State College,NH,1.0,0,80948584.0,2848.0
University of New Hampshire at Manchester,NH,1.0,0,20181791.0,663.0
Plymouth State University,NH,1.0,0,72788574.0,3707.0
Rivier University,NH,4.0,0,41594917.0,2777.0
Saint Anselm College,NH,4.0,0,74366784.0,2111.0
University of New Hampshire College of Professional Studies Online,NH,1.0,0,11788115.0,1478.0
Thomas More College of Liberal Arts,NH,4.0,0,2493484.0,97.0
Eastwick College-Hackensack,NJ,2.0,0,10135883.0,1171.0
Berkeley College-Woodland Park,NJ,2.0,0,40445025.0,1996.0
Beth Medrash Govoha,NJ,3.0,0,90768274.0,9657.0
Bloomfield College of Montclair State University,NJ,1.0,0,27135000.0,799.0
Caldwell University,NJ,4.0,0,33645102.0,2005.0
Centenary University,NJ,4.0,0,29109023.0,1398.0
Drew University,NJ,4.0,0,77803000.0,2232.0
Fairleigh Dickinson University-Metropolitan Campus,NJ,3.0,0,100173500.0,8045.0
Felician University,NJ,4.0,0,52851170.0,2427.0
Fairleigh Dickinson University-Florham Campus,NJ,3.0,0,100173500.0,2885.0
Georgian Court University,NJ,4.0,0,46957838.0,2013.0
Rowan University,NJ,1.0,0,772440744.0,21026.0
Eastwick College-Ramsey,NJ,2.0,0,10165972.0,1203.0
New Jersey City University,NJ,1.0,0,139462645.0,5429.0
Kean University,NJ,1.0,0,315748815.0,13905.0
Monmouth University,NJ,3.0,0,157473894.0,4767.0
Montclair State University,NJ,1.0,0,475618000.0,23375.0
New Brunswick Theological Seminary,NJ,4.0,0,4775124.0,129.0
New Jersey Institute of Technology,NJ,1.0,1,524846000.0,13247.0
Princeton Theological Seminary,NJ,4.0,0,53644966.0,302.0
Princeton University,NJ,3.0,1,2126077000.0,9137.0
Rabbinical College of America,NJ,3.0,0,8876529.0,194.0
Ramapo College of New Jersey,NJ,1.0,0,146194000.0,5981.0
Rider University,NJ,3.0,0,115135000.0,4003.0
Rutgers University-Camden,NJ,1.0,0,266009322.0,5675.0
Rutgers University-New Brunswick,NJ,1.0,1,2912347774.0,52269.0
Rutgers University-Newark,NJ,1.0,0,501904130.0,11315.0
Saint Peter's University,NJ,4.0,0,83597109.0,3572.0
Seton Hall University,NJ,4.0,0,304920000.0,9571.0
Saint Elizabeth University,NJ,4.0,0,29484074.0,871.0
Stevens Institute of Technology,NJ,3.0,0,336811000.0,8469.0
Stockton University,NJ,1.0,0,234859305.0,8631.0
Talmudical Academy-New Jersey,NJ,3.0,0,1089635.0,72.0
Thomas Edison State University,NJ,1.0,0,75375520.0,7544.0
The College of New Jersey,NJ,1.0,0,225826000.0,8141.0
William Paterson University of New Jersey,NJ,1.0,0,184264395.0,9942.0
Navajo Technical University,NM,1.0,0,52482027.0,1704.0
Eastern New Mexico University-Main Campus,NM,1.0,0,76885909.0,5725.0
Institute of American Indian and Alaska Native Culture and Arts Development,NM,1.0,0,25743942.0,947.0
New Mexico Highlands University,NM,1.0,0,81090550.0,2704.0
New Mexico Institute of Mining and Technology,NM,1.0,0,161128045.0,1622.0
University of New Mexico-Main Campus,NM,1.0,1,1307102814.0,23124.0
New Mexico State University-Main Campus,NM,1.0,1,402956062.0,15408.0
Northern New Mexico College,NM,1.0,0,29603656.0,1425.0
University of the Southwest,NM,3.0,0,12198357.0,1130.0
Southwestern College,NM,3.0,0,4808062.0,289.0
Western New Mexico University,NM,1.0,0,73056317.0,3531.0
Vaughn College of Aeronautics and Technology,NY,3.0,0,37234573.0,1405.0
Adelphi University,NY,3.0,0,213772782.0,7603.0
Bryant & Stratton College-Albany,NY,3.0,0,5805322.0,249.0
Albany College of Pharmacy and Health Sciences,NY,3.0,0,49401744.0,908.0
Albany Law School,NY,3.0,0,26621490.0,670.0
Albany Medical College,NY,3.0,0,127535000.0,814.0
Alfred University,NY,3.0,0,77904193.0,2007.0
American Musical and Dramatic Academy,NY,3.0,0,94613583.0,1452.0
Associated Beth Rivkah Schools,NY,3.0,0,2967094.0,254.0
Bank Street College of Education,NY,3.0,0,60444037.0,719.0
Bard College,NY,3.0,0,223179911.0,2911.0
Barnard College,NY,3.0,0,220225000.0,3487.0
Berkeley College-New York,NY,2.0,0,32142596.0,2156.0
Beth Hamedrash Shaarei Yosher Institute,NY,3.0,0,3380360.0,91.0
Mount Sinai Phillips School of Nursing,NY,3.0,0,3016593.0,311.0
Boricua College,NY,3.0,0,11606915.0,516.0
Brooklyn Law School,NY,3.0,0,58828919.0,1125.0
Bryant & Stratton College-Syracuse North,NY,3.0,0,12317205.0,462.0
Bryant & Stratton College-Buffalo,NY,3.0,0,14813978.0,2086.0
Bryant & Stratton College-Greece,NY,3.0,0,9395625.0,367.0
Canisius University,NY,4.0,0,71283471.0,2451.0
Central Yeshiva Tomchei Tmimim Lubavitz,NY,3.0,0,8149257.0,986.0
Clarkson University,NY,3.0,0,129425425.0,3348.0
Colgate Rochester Crozer Divinity School,NY,3.0,0,2807807.0,78.0
Colgate University,NY,3.0,0,214342859.0,3211.0
Metropolitan College of New York,NY,3.0,0,24029873.0,683.0
Columbia University in the City of New York,NY,3.0,1,5932193000.0,35173.0
The Cooper Union for the Advancement of Science and Art,NY,3.0,0,95020355.0,933.0
Cornell University,NY,3.0,1,2913802086.0,26793.0
Weill Medical College of Cornell University,NY,3.0,1,1191118122.0,1474.0
Culinary Institute of America,NY,3.0,0,128934235.0,3147.0
CUNY Bernard M Baruch College,NY,1.0,0,384423065.0,20081.0
CUNY Brooklyn College,NY,1.0,0,320295838.0,14390.0
College of Staten Island CUNY,NY,1.0,0,220573619.0,11033.0
CUNY City College,NY,1.0,0,541397718.0,15544.0
CUNY Graduate School and University Center,NY,1.0,1,466483915.0,9536.0
CUNY Hunter College,NY,1.0,0,446154336.0,22538.0
CUNY John Jay College of Criminal Justice,NY,1.0,0,317590113.0,13763.0
CUNY Lehman College,NY,1.0,0,357991063.0,13324.0
CUNY Medgar Evers College,NY,1.0,0,138578741.0,3736.0
CUNY New York City College of Technology,NY,1.0,0,305720161.0,14486.0
CUNY Queens College,NY,1.0,0,348425477.0,15965.0
CUNY School of Law,NY,1.0,0,47386879.0,669.0
CUNY York College,NY,1.0,0,148247584.0,6174.0
D'Youville  University,NY,3.0,0,87740546.0,2556.0
Daemen University,NY,3.0,0,52558939.0,2540.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,3.0,0,4430454.0,86.0
Dominican University New York,NY,3.0,0,32658000.0,1396.0
Elmira College,NY,3.0,0,30945468.0,786.0
Fashion Institute of Technology,NY,1.0,0,245960068.0,8206.0
Five Towns College,NY,2.0,0,12633889.0,974.0
Fordham University,NY,4.0,0,627670000.0,16150.0
Hamilton College,NY,3.0,0,150308000.0,2031.0
Hartwick College,NY,3.0,0,45251866.0,1097.0
Helene Fuld College of Nursing,NY,3.0,0,14859635.0,914.0
Hilbert College,NY,4.0,0,20457552.0,968.0
Hobart William Smith Colleges,NY,3.0,0,92318093.0,1841.0
Hofstra University,NY,3.0,0,379694664.0,10685.0
Houghton University,NY,4.0,0,25551973.0,1200.0
Iona University,NY,4.0,0,101510000.0,3958.0
Ithaca College,NY,3.0,0,165124149.0,4767.0
Jamestown Business College,NY,2.0,0,2454647.0,108.0
Jewish Theological Seminary of America,NY,4.0,0,34497859.0,316.0
The Juilliard School,NY,3.0,0,147029428.0,1073.0
Kehilath Yakov Rabbinical Seminary,NY,4.0,0,2640737.0,205.0
Keuka College,NY,3.0,0,30937072.0,1366.0
LIM College,NY,2.0,0,40287083.0,1467.0
Le Moyne College,NY,4.0,0,86651599.0,3091.0
Long Island University,NY,3.0,0,283673799.0,16689.0
Machzikei Hadath Rabbinical College,NY,3.0,0,2276030.0,131.0
Manhattan University,NY,4.0,0,145619938.0,3225.0
Manhattan School of Music,NY,3.0,0,42981468.0,1084.0
Manhattanville University,NY,3.0,0,56601098.0,2512.0
Maria College of Albany,NY,4.0,0,17205875.0,722.0
Marist University,NY,3.0,0,183591106.0,6356.0
Marymount Manhattan College,NY,3.0,0,50029584.0,1601.0
Mercy University,NY,3.0,0,147088931.0,8991.0
Mesivta Torah Vodaath Rabbinical Seminary,NY,4.0,0,5805790.0,593.0
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NY,3.0,0,1235622.0,39.0
Mesivtha Tifereth Jerusalem of America,NY,4.0,0,4945469.0,72.0
Mirrer Yeshiva Cent Institute,NY,4.0,0,4698243.0,139.0
Molloy University,NY,4.0,0,124019220.0,5005.0
Monroe University,NY,2.0,0,104512121.0,8141.0
Mount Saint Mary College,NY,4.0,0,42196660.0,2491.0
University of Mount Saint Vincent,NY,4.0,0,73238340.0,3774.0
Icahn School of Medicine at Mount Sinai,NY,3.0,0,1513967990.0,1261.0
Nazareth University,NY,3.0,0,75144268.0,2401.0
The New School,NY,3.0,0,422506000.0,9068.0
Northeast College of Health Sciences,NY,3.0,0,21015361.0,564.0
New York Law School,NY,3.0,0,59692870.0,1062.0
New York Medical College,NY,4.0,0,114469576.0,1471.0
New York Theological Seminary,NY,4.0,0,,
New York University,NY,3.0,1,9934895000.0,56832.0
Niagara University,NY,4.0,0,90590107.0,4033.0
New York College of Podiatric Medicine,NY,3.0,0,15701099.0,339.0
New York Institute of Technology,NY,3.0,0,261902865.0,6877.0
New York School of Interior Design,NY,3.0,0,18976373.0,573.0
Ohr Hameir Theological Seminary,NY,3.0,0,5158598.0,100.0
Pace University,NY,3.0,0,352725187.0,13634.0
Paul Smiths College of Arts and Science,NY,3.0,0,23993226.0,948.0
Plaza College,NY,2.0,0,22265000.0,1002.0
Davis College,NY,4.0,0,925922.0,156.0
Pratt Institute-Main,NY,3.0,0,222080063.0,5356.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,3.0,0,7279580.0,264.0
Rabbinical College Bobover Yeshiva Bnei Zion,NY,4.0,0,6398182.0,548.0
Rabbinical College Beth Shraga,NY,3.0,0,3270319.0,53.0
Rabbinical College of Long Island,NY,3.0,0,8207782.0,159.0
Rabbinical Seminary of America,NY,4.0,0,9688155.0,611.0
Rensselaer Polytechnic Institute,NY,3.0,1,436987000.0,7040.0
Roberts Wesleyan University,NY,4.0,0,37456828.0,1960.0
Rochester Institute of Technology,NY,3.0,0,628263000.0,17098.0
University of Rochester,NY,3.0,1,1445196000.0,11946.0
The Rockefeller University,NY,3.0,0,434439310.0,281.0
Russell Sage College,NY,3.0,0,42677899.0,2790.0
St Bernard's School of Theology and Ministry,NY,4.0,0,1576688.0,144.0
St Bonaventure University,NY,4.0,0,70997841.0,2752.0
St. Francis College,NY,3.0,0,71721921.0,4567.0
St Lawrence University,NY,3.0,0,111898372.0,1991.0
The College of Saint Rose,NY,3.0,0,,
St. Thomas Aquinas College,NY,3.0,0,38741056.0,2037.0
Sarah Lawrence College,NY,3.0,0,78357677.0,1798.0
Sh'or Yoshuv Rabbinical College,NY,4.0,0,6765302.0,156.0
Siena College,NY,4.0,0,99703113.0,3720.0
Skidmore College,NY,3.0,0,161253000.0,2704.0
St. Joseph's University-New York,NY,3.0,0,92085000.0,3899.0
Saint Vladimirs Orthodox Theological Seminary,NY,4.0,0,6169774.0,90.0
St. John Fisher University,NY,4.0,0,88150466.0,3693.0
St. John's University-New York,NY,4.0,0,403030000.0,19389.0
SUNY College of Technology at Alfred,NY,1.0,0,83011745.0,3781.0
SUNY College of Technology at Canton,NY,1.0,0,70840341.0,3459.0
SUNY College of Technology at Delhi,NY,1.0,0,61168880.0,3056.0
SUNY College of Agriculture and Technology at Cobleskill,NY,1.0,0,66492388.0,1988.0
Farmingdale State College,NY,1.0,0,199924791.0,10039.0
SUNY Morrisville,NY,1.0,0,71699317.0,2186.0
University at Albany,NY,1.0,1,904248397.0,17560.0
Binghamton University,NY,1.0,1,575266265.0,18816.0
University at Buffalo,NY,1.0,1,1294921163.0,31903.0
Stony Brook University,NY,1.0,1,1327155169.0,26689.0
SUNY College of Environmental Science and Forestry,NY,1.0,0,121957013.0,2757.0
SUNY Polytechnic Institute,NY,1.0,0,77874545.0,2733.0
SUNY Brockport,NY,1.0,0,163041865.0,7482.0
SUNY Buffalo State University,NY,1.0,0,211607501.0,6188.0
State University of New York at Cortland,NY,1.0,0,157015208.0,6938.0
SUNY at Fredonia,NY,1.0,0,103716117.0,3179.0
SUNY College at Geneseo,NY,1.0,0,110232520.0,3945.0
State University of New York at New Paltz,NY,1.0,0,179409364.0,7898.0
SUNY Oneonta,NY,1.0,0,137695596.0,5337.0
State University of New York at Oswego,NY,1.0,0,184159717.0,6715.0
SUNY College at Potsdam,NY,1.0,0,91487009.0,2832.0
SUNY at Purchase College,NY,1.0,0,133864382.0,3333.0
SUNY College of Optometry,NY,1.0,0,51855827.0,400.0
SUNY Old Westbury,NY,1.0,0,105167701.0,4709.0
State University of New York at Plattsburgh,NY,1.0,0,123555085.0,4540.0
SUNY Downstate Health Sciences University,NY,1.0,0,279054209.0,2220.0
Empire State University,NY,1.0,0,146057211.0,10469.0
SUNY Maritime College,NY,1.0,0,70902355.0,1413.0
Upstate Medical University,NY,1.0,0,254993278.0,1341.0
Syracuse University,NY,3.0,1,1226239770.0,22589.0
Talmudical Seminary Oholei Torah,NY,3.0,0,7418968.0,400.0
Talmudical Institute of Upstate New York,NY,3.0,0,3672227.0,17.0
Teachers College at Columbia University,NY,3.0,0,205509624.0,4401.0
Torah Temimah Talmudical Seminary,NY,3.0,0,1300204.0,82.0
Touro University,NY,3.0,0,421136000.0,11937.0
Trocaire College,NY,4.0,0,18667826.0,1069.0
Excelsior University,NY,3.0,0,75325359.0,12941.0
Union College,NY,3.0,0,127191247.0,2065.0
Union Theological Seminary in the City of New York,NY,3.0,0,26752340.0,234.0
United Talmudical Seminary,NY,4.0,0,40756625.0,2241.0
United States Merchant Marine Academy,NY,1.0,0,86953438.0,976.0
United States Military Academy,NY,1.0,0,795902198.0,4473.0
Utica University,NY,3.0,0,79531818.0,3627.0
Vassar College,NY,3.0,0,204376274.0,2462.0
Villa Maria College,NY,4.0,0,10812229.0,611.0
School of Visual Arts,NY,2.0,0,160226813.0,3812.0
Wagner College,NY,4.0,0,70249236.0,2001.0
Webb Institute,NY,3.0,0,8270149.0,106.0
The College of Westchester,NY,2.0,0,14425097.0,759.0
Yeshiva Karlin Stolin,NY,3.0,0,1723550.0,164.0
Yeshiva Derech Chaim,NY,3.0,0,3953330.0,147.0
Yeshiva of Nitra Rabbinical College,NY,3.0,0,4021415.0,264.0
Yeshivath Shaar Hatorah,NY,4.0,0,3026452.0,87.0
Yeshiva University,NY,3.0,0,293802000.0,6965.0
Yeshivath Viznitz,NY,3.0,0,11453174.0,1389.0
Yeshivath Zichron Moshe,NY,3.0,0,6931600.0,243.0
Appalachian State University,NC,1.0,0,389755722.0,21570.0
Barton College,NC,4.0,0,26311187.0,1235.0
Belmont Abbey College,NC,4.0,0,41253328.0,1388.0
Bennett College,NC,4.0,0,11916760.0,180.0
Brevard College,NC,4.0,0,18966393.0,875.0
Cabarrus College of Health Sciences,NC,3.0,0,12021678.0,924.0
Campbell University,NC,4.0,0,153015061.0,4963.0
Catawba College,NC,3.0,0,71104676.0,1376.0
Chowan University,NC,4.0,0,17940386.0,675.0
Davidson College,NC,4.0,0,143934067.0,1869.0
Duke University,NC,4.0,1,3454829000.0,17499.0
East Carolina University,NC,1.0,1,665223339.0,26940.0
Elizabeth City State University,NC,1.0,0,76486812.0,2258.0
Elon University,NC,3.0,0,257814186.0,7239.0
Fayetteville State University,NC,1.0,0,122749038.0,7107.0
Gardner-Webb University,NC,4.0,0,58591692.0,3104.0
Greensboro College,NC,4.0,0,18510356.0,967.0
Guilford College,NC,4.0,0,38249816.0,1180.0
Heritage Bible College,NC,4.0,0,408606.0,26.0
High Point University,NC,4.0,0,207595349.0,6331.0
Johnson C Smith University,NC,3.0,0,48721409.0,1302.0
Lees-McRae College,NC,4.0,0,21088455.0,910.0
Lenoir-Rhyne University,NC,4.0,0,57077777.0,2256.0
Livingstone College,NC,4.0,0,26755804.0,936.0
Mars Hill University,NC,3.0,0,27851080.0,1110.0
Meredith College,NC,3.0,0,47911002.0,1465.0
Methodist University,NC,4.0,0,43549419.0,1822.0
Miller-Motte College-Wilmington,NC,2.0,0,3181232.0,46.0
Montreat College,NC,4.0,0,24798334.0,962.0
University of Mount Olive,NC,4.0,0,31714633.0,2109.0
North Carolina A & T State University,NC,1.0,0,332305659.0,14311.0
University of North Carolina Asheville,NC,1.0,0,78814457.0,3056.0
University of North Carolina at Chapel Hill,NC,1.0,1,2957405288.0,32438.0
University of North Carolina at Charlotte,NC,1.0,1,608432589.0,31091.0
University of North Carolina at Greensboro,NC,1.0,0,384781370.0,18012.0
North Carolina Central University,NC,1.0,0,202762350.0,8579.0
University of North Carolina School of the Arts,NC,1.0,0,83496109.0,1111.0
North Carolina State University at Raleigh,NC,1.0,1,1685455575.0,38464.0
North Carolina Wesleyan University,NC,4.0,0,25121854.0,1419.0
University of North Carolina Wilmington,NC,1.0,0,365759880.0,18848.0
William Peace University,NC,4.0,0,20266268.0,722.0
University of North Carolina at Pembroke,NC,1.0,0,129852238.0,7674.0
Pfeiffer University,NC,4.0,0,25036699.0,889.0
Queens University of Charlotte,NC,4.0,0,75108698.0,1599.0
Mid-Atlantic Christian University,NC,4.0,0,4051512.0,140.0
Saint Augustine's University,NC,4.0,0,23955430.0,175.0
Salem College,NC,3.0,0,21202378.0,549.0
Shaw University,NC,4.0,0,34028279.0,964.0
St. Andrews University,NC,4.0,0,17406096.0,676.0
Southeastern Baptist Theological Seminary,NC,4.0,0,29646445.0,3220.0
Wake Forest University,NC,3.0,0,2115633000.0,9322.0
Warren Wilson College,NC,3.0,0,24326922.0,791.0
Watts College of Nursing,NC,3.0,0,4029608.0,124.0
Wingate University,NC,3.0,0,73582589.0,3458.0
Carolina Christian College,NC,4.0,0,901910.0,71.0
Winston-Salem State University,NC,1.0,0,109964122.0,4782.0
Western Carolina University,NC,1.0,0,222888078.0,11686.0
Rasmussen University-North Dakota,ND,2.0,0,8594107.0,52.0
Bismarck State College,ND,1.0,0,47120829.0,4206.0
Dickinson State University,ND,1.0,0,24714907.0,1410.0
Nueta Hidatsa Sahnish College,ND,1.0,0,12724392.0,233.0
University of Jamestown,ND,4.0,0,29561984.0,1376.0
University of Mary,ND,4.0,0,86818665.0,3861.0
Mayville State University,ND,1.0,0,22293824.0,1134.0
Minot State University,ND,1.0,0,62749035.0,2751.0
University of North Dakota,ND,1.0,1,611190080.0,15019.0
North Dakota State University-Main Campus,ND,1.0,1,439588143.0,11952.0
Sitting Bull College,ND,1.0,0,14381654.0,309.0
Trinity Bible College and Graduate School,ND,4.0,0,7095587.0,275.0
Turtle Mountain Community College,ND,3.0,0,27137906.0,872.0
United Tribes Technical College,ND,3.0,0,30469285.0,576.0
Valley City State University,ND,1.0,0,29085413.0,1806.0
Air Force Institute of Technology-Graduate School of Engineering & Management,OH,1.0,0,,1070.0
Herzing University-Akron,OH,3.0,0,5592102.0,393.0
University of Akron Main Campus,OH,1.0,0,283061322.0,13332.0
University of Akron Wayne College,OH,1.0,0,14897964.0,1411.0
Allegheny Wesleyan College,OH,4.0,0,1708901.0,60.0
Art Academy of Cincinnati,OH,3.0,0,6343104.0,213.0
Ashland University,OH,4.0,0,97060167.0,4106.0
Athenaeum of Ohio,OH,4.0,0,6521727.0,156.0
Aultman College of Nursing and Health Sciences,OH,3.0,0,5629153.0,286.0
Baldwin Wallace University,OH,3.0,0,102884054.0,3305.0
Bluffton University,OH,4.0,0,18434103.0,646.0
Bowling Green State University-Firelands,OH,1.0,0,14975431.0,2097.0
